,Sale,SalesAmountInEuro,time_delay_for_conversion,click_timestamp,nb_clicks_1week,product_price,product_age_group,device_type,audience_id,product_gender,product_brand,prod_category1,prod_category2,prod_category3,prod_category4,prod_category5,prod_category6,prod_category7,product_country,product_id,product_title,partner_id,user_id
8553643,0,-1.0,-1,1604224803,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,9A1822B2EC4CEECDE460A86489F0413B,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,C6688776E74BBEE03F5C883ED17BB980,0101D0B8A8EE50D969ED6F3C8BC659AE 7EFD55698FF83B096D0765C63DA3D04D 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,3948D07520479BE2C8B7E14DC300C657
8556566,0,-1.0,-1,1596722681,25,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,26FD88AFD38FD9B440A1B5BC454AB9E0,B949FDB829AEE21E340A2EEAABA6DCE1 E42AA8D72734DB90A465BC5A960C4013 2E6B9CE0EBD219441DEE5AFD30F2AC08,04A66CE7327C6E21493DA6F3B9AACC75,63CE47757D346A081FD3507C05C70C57
8557323,0,-1.0,-1,1596782603,324,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85FCE431C4623A243A6E486770BD2E41,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,DDE480C8CD130874EB2800B460CD1E1E
8558673,0,-1.0,-1,1596718228,5,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,1E928D96227CFD2A5F6F3F08A46E9027,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D 2EC2D51A92CBAA00FF83332AB0FBAEA4,04A66CE7327C6E21493DA6F3B9AACC75,438E016A1B4E34F7C4E5E195C4E833AA
8563633,0,-1.0,-1,1598166764,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,80817B3FEC2378E6A16E9E0BF9985946,3AC0B285B4974EC4F8E78A0A83548AF7 0ABC266675D59FC0B8DFAF16D4E1FEFF E486113CD9AAAB2F02466110E46FD64A,04A66CE7327C6E21493DA6F3B9AACC75,E95B2A2F4B8DE99DC3585D9408292237
8569479,0,-1.0,-1,1597352381,22,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,26FD88AFD38FD9B440A1B5BC454AB9E0,B949FDB829AEE21E340A2EEAABA6DCE1 E42AA8D72734DB90A465BC5A960C4013 2E6B9CE0EBD219441DEE5AFD30F2AC08,04A66CE7327C6E21493DA6F3B9AACC75,724497926D4467A82F108AC5F763E388
8571093,0,-1.0,-1,1597370853,5,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,062912BBD386302E29331BCBBCA218D8,7EFD55698FF83B096D0765C63DA3D04D BF6EF7EE17AED02AF298649A4A3CD9D5,04A66CE7327C6E21493DA6F3B9AACC75,0BA6B788E510B17194625E851BEAB32E
8582432,0,-1.0,-1,1596924487,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,7DD718727099AE962C45EE644B24F532
8582883,0,-1.0,-1,1596898135,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,3DA2DE9C48F38AA08738455B814D00D4,3AC0B285B4974EC4F8E78A0A83548AF7 0C41089DF8BDDCD60A4E643BA10A88C7 66F477E43299CADE48FFFAE55B65C973 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,36A0ABA7301F0F57E7044FC0BE078552
8582916,0,-1.0,-1,1596886160,3,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,15463B818DEC6C1D9BB0BCE7CA1EAC1E,3C5B8FE520F94FE7B648FDF985B7901D DC37B6AE884D66F9C1FA1D78C2491D4B 35A837ED63F3C1176F1B22920AB7BEE1,04A66CE7327C6E21493DA6F3B9AACC75,EF3D51BDDD96DDF88003E3113E1AD2AA
8584440,1,83.41759,371,1596935003,49,99.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,9CEDE6A72504DD843ABD93B9A41E3C6B
8585289,0,-1.0,-1,1596942733,47,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,C8102F3872C61EDD11A7818EE9EA7166,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,F8400FF82ED066F59A1823D1622526A9
8586592,0,-1.0,-1,1596876677,65,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,07AC4B7009D299CF290A1134D75BF5FD,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,E1F873C10114A7CBE07801A17926EA9D
8589576,0,-1.0,-1,1596900542,-1,0.0,-1,FF2C446555E3822B0E0FC3406116E86D,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,6A986E8AFFE63F44278A5EECF8D6E8F2
8590740,0,-1.0,-1,1597463823,328,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,C76D290EF3A8B511816CC706D83768C6
8593815,0,-1.0,-1,1597396769,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,F40038449B8D6DE0516CE2C7B521E4A2
8595816,0,-1.0,-1,1597459141,74,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,EDB88E8EA3AE8A97B7629776CEE7CDA2
8597746,0,-1.0,-1,1599050446,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,2E4ED2B95CEF7FD11B282CDFDD56CEA0,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,CB42D356F5AFA2E402DEC38A38F81CFC,2C3CAFA6DB220A3FF5D71E69C989E1E0,04A66CE7327C6E21493DA6F3B9AACC75,9D20BBAEC61C0A5EDF38385BA6BC976A
8598754,0,-1.0,-1,1599099171,0,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,3F934FB8B4935F1227829F184250FB56,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,3B3CC3BE8A18C7006A220B7C9D22C317,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,E7CDC5D520BB432601C7994E9BFF2FBC
8600049,0,-1.0,-1,1599104947,2,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,1477703BEA4AF9D8D645957C43851834,3C5B8FE520F94FE7B648FDF985B7901D DC37B6AE884D66F9C1FA1D78C2491D4B,04A66CE7327C6E21493DA6F3B9AACC75,4B497F450F1E032A1B404A7CC30EF550
8610687,0,-1.0,-1,1603957343,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,ABD7BEFA122A9CD2ED2927F2494507F5
8612108,0,-1.0,-1,1603979249,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,070EAD1216D0DF412A41777B04BC74E3
8630397,0,-1.0,-1,1596808848,6,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,D5CEBA435C497EB23B9764FC387FE5F4,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,66FA2D77CAA2BAE62B69447C90B86F64
8632902,0,-1.0,-1,1596838993,25,0.0,-1,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,122FC138419F23A264643CCFE33DB019,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,706BB68C7626FB80CBAA14E77E479211
8634767,0,-1.0,-1,1596860986,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,78646B36A40B844A184B5CBE2B0B01FA,21813EB0EBE0BB7CFB54B52EA6296FD4 216CCCBF3716D96B60C911A4B1AE2372 5717EF8DD6DB6F8C6009055B5FA55211,04A66CE7327C6E21493DA6F3B9AACC75,DE9D5C5D582BD3CFFB99EA0F75791800
8637368,0,-1.0,-1,1596791120,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,F8F37A6611F32712774F4A1ABD575266
8642087,0,-1.0,-1,1603254043,58,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,85FCE431C4623A243A6E486770BD2E41,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,3E698E8AD8DD37BDEB19A0143FDC7753
8642385,1,32.43383,1798178,1603248509,-1,37.5,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,14F9E42410CEA6FD1F81966877390D2C
8653245,0,-1.0,-1,1600476361,68,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,8C8EF17FB186278BF21A737A78D5D3A8,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,67EC5371436A8D625D08801E674798AD
8656615,0,-1.0,-1,1600496796,55,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,E3BFE676F67C7130467E0F31A391C97E,10C7B58D632536C995F0B2732ADEF7C7,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,B07D3E21AE7D752FB6DCC79AE6973947,C28782473FACE27CBDA310475C13BACD 1417130F6884B0F4C270B0E366E0A1EB 3E1CEC35B9733AF6B84A41D21B920466 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,996418935179BD0E8F039A0C7F0068F7
8669341,1,156.63101,2171,1601614605,45,74.25,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,07AC4B7009D299CF290A1134D75BF5FD,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,67592C33497D0CA8FCF80A943DB5BA76
8678103,0,-1.0,-1,1603593616,-1,0.0,-1,D7D1FB49049702BF6338894757E0D959,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,14EB9CB8B5AC8B71CDF22D86B371ADDE
8678325,0,-1.0,-1,1603531392,-1,0.0,-1,D7D1FB49049702BF6338894757E0D959,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,CF753E3BCAF6FD7081F14BC9B19AD7E0
8678458,0,-1.0,-1,1603602963,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,6B680EC3D82B4CBECCAE0BF57EDDC146,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,7689D7A646244798E6E349ED23214ACF,1A5A978A31DF89BE20F07C267652A4E5 2E6B9CE0EBD219441DEE5AFD30F2AC08 EF9F803E94D78F135267AD19AB0E45EE,04A66CE7327C6E21493DA6F3B9AACC75,8A9E320F5786974207460EAE5B6DC136
8680295,0,-1.0,-1,1603531016,1,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,5F4A73451C4A3D29393FD668085D205C,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,76EBC15B79A3E83BE6D53FD7F46C8AFD,3C5B8FE520F94FE7B648FDF985B7901D DC37B6AE884D66F9C1FA1D78C2491D4B 64DEF1ED08AF11108CEBF7C163953319,04A66CE7327C6E21493DA6F3B9AACC75,0AEC079907DFA250FBD789289C9C30DC
8681814,0,-1.0,-1,1603600604,10,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,77FFC91A6157E50A0A114135F18BB1DB,C08050B58F54FA81F4580ECE15296698,067525A83E1875CB1828F4F9ADC752F6,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,ECDC60FE5EE416A8429F2214D6D40257,38FD6CB68A84CB81F2219089F92B5BCC 8952A13F9BFC533C5B7229A9DBFD4877 42FE8ACDDE8EBFCE0729DA342870B041 1E8595166BD67129519AEF667872F2F4 2E6B9CE0EBD219441DEE5AFD30F2AC08,04A66CE7327C6E21493DA6F3B9AACC75,14EA31B59E5FC2AAB632171DBA908FFE
8692979,0,-1.0,-1,1603871975,21,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,8D28A0C25BBBD5448197B04EBA088FFD
8716927,0,-1.0,-1,1598517760,14,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,FA1E4BE87F7803697FD738492E055C8D,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,31905289BABE5AB7C315E0717D5AA45D
8717183,0,-1.0,-1,1598558530,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,CD73B2D677B0DD9DD1CABDFFC314B131
8717227,0,-1.0,-1,1598521005,-1,0.0,-1,FF2C446555E3822B0E0FC3406116E86D,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,6161E77DF5F29E6FE2EDEDDD8A55ADD4
8717809,0,-1.0,-1,1598555727,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,351C08224DBA45EC36268190F58B16B4
8736770,0,-1.0,-1,1598067524,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,6951DF0C745A9C63330AD2D019C0A2E5
8736989,0,-1.0,-1,1598073969,88,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,7F286560861764CCB93C90B7AA833949,94AD28800A063F2E676E76DEA24E5FB9,54802B62C0D7070CE79B8B0199AF80CE,A7F889FDD33BA78DE493F733AB79BC7E,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,13F2C5A167DDA72BC61A683D353B658C
8755543,0,-1.0,-1,1604104894,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,FF2C446555E3822B0E0FC3406116E86D,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,F753F2A80DCF6B129E4FDE62303A638C,0101D0B8A8EE50D969ED6F3C8BC659AE 7EFD55698FF83B096D0765C63DA3D04D 216CCCBF3716D96B60C911A4B1AE2372,04A66CE7327C6E21493DA6F3B9AACC75,CEB9EDB72AA135CAFA50A7E7CE8AC77F
8757498,0,-1.0,-1,1604105642,0,0.0,4C90FD52FC53D2C1C205844CB69575AB,D7D1FB49049702BF6338894757E0D959,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,265EF43EFB6A639FAE6DC1A25BC31A81,7EA87DE19FF89AE85C048FD6562166BF 6C57B35CB52B8A5065AE305913945C4A 9B5323887869AE81BE523F86F4299E27 4259E2C7A0C6321D6852D28164AAFBB7,04A66CE7327C6E21493DA6F3B9AACC75,74B304B8DD34B98565B0B45204932E98
8758056,0,-1.0,-1,1604069037,45,0.0,4C90FD52FC53D2C1C205844CB69575AB,7E56C27BFF0305E788DA55A029EC4988,-1,C45A9AC6D102ACAEEDF0D6F78636D84A,585B1F165875F86701AF4E45AAB7AFCA,033E492229C2222EFAA16EE8A6462D8B,CD599E5A946D00A81A875E085F7EF1E8,-1,-1,-1,-1,-1,2AC62132FBCFA093B9426894A4BC6278,5BF26ABE5A2409797F7F55FE04080FEA,244D177967B03058DA8B2CC7E572B014 7EFD55698FF83B096D0765C63DA3D04D,04A66CE7327C6E21493DA6F3B9AACC75,19EE3B6D48BD3908F795B73FD96DB55C
8759847,0,-1.0,-1,1597971757,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,415577760036FADE011A16DB34A3F80F
8768387,0,-1.0,-1,1603813520,-1,0.0,-1,7E56C27BFF0305E788DA55A029EC4988,574C9944ADF577E1E63F6107E8B782D8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04A66CE7327C6E21493DA6F3B9AACC75,E4DF75951258768794AF21A13F82CF2A
